10-15-59 - Experiment started
10-16-00 - Using device: cuda
10-16-00 - Configuration saved to results_2hl\28-03-25_10-15-59\config.txt
10-16-00 - Training Neuron-level Popup Model
10-16-06 - Neuron Model - Initial Train Accuracy: 7.97%
10-21-17 - Epoch 32: Train Loss: 2.0493, Train Accuracy: 33.83%
10-21-19 - Neuron Model - Epoch 32: Test Accuracy: 32.03%
10-21-27 - Epoch 33: Train Loss: 2.0492, Train Accuracy: 33.81%
10-21-28 - Neuron Model - Epoch 33: Test Accuracy: 33.07%
10-21-37 - Epoch 34: Train Loss: 2.0491, Train Accuracy: 33.87%
10-21-38 - Neuron Model - Epoch 34: Test Accuracy: 33.76%
10-21-46 - Epoch 35: Train Loss: 2.0493, Train Accuracy: 33.87%
10-21-48 - Neuron Model - Epoch 35: Test Accuracy: 33.55%
10-21-56 - Epoch 36: Train Loss: 2.0491, Train Accuracy: 33.80%
10-21-57 - Neuron Model - Epoch 36: Test Accuracy: 33.57%
10-22-06 - Epoch 37: Train Loss: 2.0490, Train Accuracy: 33.81%
10-22-07 - Neuron Model - Epoch 37: Test Accuracy: 33.51%
10-22-16 - Epoch 38: Train Loss: 2.0494, Train Accuracy: 33.88%
10-22-17 - Neuron Model - Epoch 38: Test Accuracy: 33.74%
10-22-26 - Epoch 39: Train Loss: 2.0494, Train Accuracy: 33.84%
10-22-27 - Neuron Model - Epoch 39: Test Accuracy: 33.57%
10-22-36 - Epoch 40: Train Loss: 2.0488, Train Accuracy: 33.92%
10-22-37 - Neuron Model - Epoch 40: Test Accuracy: 33.83%
10-22-46 - Epoch 41: Train Loss: 2.0488, Train Accuracy: 33.94%
10-22-47 - Neuron Model - Epoch 41: Test Accuracy: 33.83%
10-22-56 - Epoch 42: Train Loss: 2.0487, Train Accuracy: 33.93%
10-22-57 - Neuron Model - Epoch 42: Test Accuracy: 33.83%
10-23-06 - Epoch 43: Train Loss: 2.0484, Train Accuracy: 34.06%
10-23-07 - Neuron Model - Epoch 43: Test Accuracy: 33.83%
10-23-16 - Epoch 44: Train Loss: 2.0485, Train Accuracy: 34.06%
10-23-17 - Neuron Model - Epoch 44: Test Accuracy: 33.83%
10-23-26 - Epoch 45: Train Loss: 2.0485, Train Accuracy: 34.06%
10-23-27 - Neuron Model - Epoch 45: Test Accuracy: 33.83%
10-23-36 - Epoch 46: Train Loss: 2.0485, Train Accuracy: 34.06%
10-23-37 - Neuron Model - Epoch 46: Test Accuracy: 33.83%
10-23-46 - Epoch 47: Train Loss: 2.0485, Train Accuracy: 34.06%
10-23-48 - Neuron Model - Epoch 47: Test Accuracy: 33.83%
10-23-56 - Epoch 48: Train Loss: 2.0484, Train Accuracy: 34.06%
10-23-57 - Neuron Model - Epoch 48: Test Accuracy: 33.83%
10-24-05 - Epoch 49: Train Loss: 2.0485, Train Accuracy: 34.06%
10-24-07 - Neuron Model - Epoch 49: Test Accuracy: 33.83%
10-24-15 - Epoch 50: Train Loss: 2.0485, Train Accuracy: 34.06%
10-24-16 - Neuron Model - Epoch 50: Test Accuracy: 33.83%
10-24-16 - 
Training Weight-level Popup Model (Original Edge-Popup)
10-24-24 - Weight Model - Initial Train Accuracy: 10.13%
10-24-33 - Epoch 1: Train Loss: 0.7627, Train Accuracy: 72.47%
10-24-34 - Weight Model - Epoch 1: Test Accuracy: 77.81%
10-24-43 - Epoch 2: Train Loss: 0.5790, Train Accuracy: 79.32%
10-24-45 - Weight Model - Epoch 2: Test Accuracy: 78.50%
10-24-54 - Epoch 3: Train Loss: 0.5348, Train Accuracy: 81.14%
10-24-55 - Weight Model - Epoch 3: Test Accuracy: 81.10%
10-25-04 - Epoch 4: Train Loss: 0.5068, Train Accuracy: 82.25%
10-25-06 - Weight Model - Epoch 4: Test Accuracy: 81.58%
10-25-14 - Epoch 5: Train Loss: 0.4895, Train Accuracy: 82.86%
10-25-16 - Weight Model - Epoch 5: Test Accuracy: 82.55%
10-25-25 - Epoch 6: Train Loss: 0.4749, Train Accuracy: 83.32%
10-25-26 - Weight Model - Epoch 6: Test Accuracy: 81.25%
10-25-35 - Epoch 7: Train Loss: 0.4613, Train Accuracy: 83.86%
10-25-36 - Weight Model - Epoch 7: Test Accuracy: 83.21%
10-25-45 - Epoch 8: Train Loss: 0.4540, Train Accuracy: 84.31%
10-25-46 - Weight Model - Epoch 8: Test Accuracy: 82.52%
10-25-55 - Epoch 9: Train Loss: 0.4477, Train Accuracy: 84.38%
10-25-56 - Weight Model - Epoch 9: Test Accuracy: 82.64%
10-26-05 - Epoch 10: Train Loss: 0.4414, Train Accuracy: 84.65%
10-26-06 - Weight Model - Epoch 10: Test Accuracy: 83.20%
10-26-15 - Epoch 11: Train Loss: 0.4343, Train Accuracy: 84.98%
10-26-17 - Weight Model - Epoch 11: Test Accuracy: 83.03%
10-26-26 - Epoch 12: Train Loss: 0.4297, Train Accuracy: 85.11%
10-26-27 - Weight Model - Epoch 12: Test Accuracy: 83.68%
10-26-36 - Epoch 13: Train Loss: 0.4274, Train Accuracy: 85.25%
10-26-37 - Weight Model - Epoch 13: Test Accuracy: 83.44%
10-26-46 - Epoch 14: Train Loss: 0.4239, Train Accuracy: 85.33%
10-26-47 - Weight Model - Epoch 14: Test Accuracy: 83.63%
10-26-56 - Epoch 15: Train Loss: 0.4203, Train Accuracy: 85.44%
10-26-58 - Weight Model - Epoch 15: Test Accuracy: 83.74%
10-27-06 - Epoch 16: Train Loss: 0.4180, Train Accuracy: 85.47%
10-27-08 - Weight Model - Epoch 16: Test Accuracy: 84.39%
10-27-17 - Epoch 17: Train Loss: 0.4150, Train Accuracy: 85.65%
10-27-18 - Weight Model - Epoch 17: Test Accuracy: 83.36%
10-27-27 - Epoch 18: Train Loss: 0.4106, Train Accuracy: 85.77%
10-27-28 - Weight Model - Epoch 18: Test Accuracy: 84.34%
10-27-37 - Epoch 19: Train Loss: 0.4086, Train Accuracy: 85.86%
10-27-38 - Weight Model - Epoch 19: Test Accuracy: 84.49%
10-27-47 - Epoch 20: Train Loss: 0.4063, Train Accuracy: 85.94%
10-27-48 - Weight Model - Epoch 20: Test Accuracy: 84.26%
10-27-57 - Epoch 21: Train Loss: 0.4033, Train Accuracy: 86.06%
10-27-58 - Weight Model - Epoch 21: Test Accuracy: 84.65%
10-28-07 - Epoch 22: Train Loss: 0.4013, Train Accuracy: 86.01%
10-28-09 - Weight Model - Epoch 22: Test Accuracy: 84.72%
10-28-17 - Epoch 23: Train Loss: 0.3997, Train Accuracy: 86.16%
10-28-19 - Weight Model - Epoch 23: Test Accuracy: 84.93%
10-28-28 - Epoch 24: Train Loss: 0.3960, Train Accuracy: 86.35%
10-28-29 - Weight Model - Epoch 24: Test Accuracy: 84.57%
10-28-38 - Epoch 25: Train Loss: 0.3934, Train Accuracy: 86.48%
10-28-39 - Weight Model - Epoch 25: Test Accuracy: 84.70%
10-28-48 - Epoch 26: Train Loss: 0.3922, Train Accuracy: 86.48%
10-28-50 - Weight Model - Epoch 26: Test Accuracy: 84.57%
10-28-59 - Epoch 27: Train Loss: 0.3902, Train Accuracy: 86.51%
10-29-00 - Weight Model - Epoch 27: Test Accuracy: 85.01%
10-29-09 - Epoch 28: Train Loss: 0.3890, Train Accuracy: 86.61%
10-29-11 - Weight Model - Epoch 28: Test Accuracy: 84.84%
10-29-20 - Epoch 29: Train Loss: 0.3884, Train Accuracy: 86.46%
10-29-21 - Weight Model - Epoch 29: Test Accuracy: 84.66%
10-29-30 - Epoch 30: Train Loss: 0.3859, Train Accuracy: 86.68%
10-29-31 - Weight Model - Epoch 30: Test Accuracy: 84.82%
10-29-40 - Epoch 31: Train Loss: 0.3848, Train Accuracy: 86.70%
10-29-42 - Weight Model - Epoch 31: Test Accuracy: 85.30%
10-29-50 - Epoch 32: Train Loss: 0.3835, Train Accuracy: 86.73%
10-29-52 - Weight Model - Epoch 32: Test Accuracy: 84.48%
10-30-01 - Epoch 33: Train Loss: 0.3846, Train Accuracy: 86.62%
10-30-02 - Weight Model - Epoch 33: Test Accuracy: 85.18%
10-30-11 - Epoch 34: Train Loss: 0.3827, Train Accuracy: 86.71%
10-30-12 - Weight Model - Epoch 34: Test Accuracy: 85.03%
10-30-21 - Epoch 35: Train Loss: 0.3815, Train Accuracy: 86.84%
10-30-23 - Weight Model - Epoch 35: Test Accuracy: 85.15%
10-30-32 - Epoch 36: Train Loss: 0.3799, Train Accuracy: 86.83%
10-30-33 - Weight Model - Epoch 36: Test Accuracy: 84.91%
10-30-42 - Epoch 37: Train Loss: 0.3788, Train Accuracy: 86.88%
10-30-43 - Weight Model - Epoch 37: Test Accuracy: 84.98%
10-30-52 - Epoch 38: Train Loss: 0.3779, Train Accuracy: 86.88%
10-30-53 - Weight Model - Epoch 38: Test Accuracy: 85.08%
10-31-03 - Epoch 39: Train Loss: 0.3780, Train Accuracy: 86.96%
10-31-05 - Weight Model - Epoch 39: Test Accuracy: 85.02%
10-31-17 - Epoch 40: Train Loss: 0.3780, Train Accuracy: 87.01%
10-31-19 - Weight Model - Epoch 40: Test Accuracy: 85.11%
10-31-30 - Epoch 41: Train Loss: 0.3758, Train Accuracy: 87.02%
10-31-32 - Weight Model - Epoch 41: Test Accuracy: 84.20%
10-31-44 - Epoch 42: Train Loss: 0.3774, Train Accuracy: 86.95%
10-31-45 - Weight Model - Epoch 42: Test Accuracy: 85.12%
10-31-57 - Epoch 43: Train Loss: 0.3768, Train Accuracy: 86.94%
10-31-58 - Weight Model - Epoch 43: Test Accuracy: 84.99%
10-32-09 - Epoch 44: Train Loss: 0.3763, Train Accuracy: 86.94%
10-32-11 - Weight Model - Epoch 44: Test Accuracy: 84.94%
10-32-22 - Epoch 45: Train Loss: 0.3745, Train Accuracy: 87.03%
10-32-23 - Weight Model - Epoch 45: Test Accuracy: 85.03%
10-32-35 - Epoch 46: Train Loss: 0.3746, Train Accuracy: 87.08%
10-32-37 - Weight Model - Epoch 46: Test Accuracy: 84.53%
10-32-48 - Epoch 47: Train Loss: 0.3729, Train Accuracy: 87.09%
10-32-50 - Weight Model - Epoch 47: Test Accuracy: 84.83%
10-33-01 - Epoch 48: Train Loss: 0.3744, Train Accuracy: 87.01%
10-33-03 - Weight Model - Epoch 48: Test Accuracy: 85.07%
10-33-15 - Epoch 49: Train Loss: 0.3728, Train Accuracy: 87.06%
10-33-16 - Weight Model - Epoch 49: Test Accuracy: 85.52%
10-33-28 - Epoch 50: Train Loss: 0.3724, Train Accuracy: 87.14%
10-33-29 - Weight Model - Epoch 50: Test Accuracy: 85.16%
10-33-29 - 
Training Standard MLP Model
10-33-38 - Standard Model - Initial Train Accuracy: 10.37%
10-33-48 - Epoch 1: Train Loss: 0.5784, Train Accuracy: 79.00%
10-33-50 - Standard MLP - Epoch 1: Test Accuracy: 84.00%
10-34-00 - Epoch 2: Train Loss: 0.3988, Train Accuracy: 85.35%
10-34-01 - Standard MLP - Epoch 2: Test Accuracy: 85.31%
10-34-11 - Epoch 3: Train Loss: 0.3577, Train Accuracy: 86.85%
10-34-13 - Standard MLP - Epoch 3: Test Accuracy: 86.15%
10-34-22 - Epoch 4: Train Loss: 0.3343, Train Accuracy: 87.56%
10-34-24 - Standard MLP - Epoch 4: Test Accuracy: 86.12%
10-34-33 - Epoch 5: Train Loss: 0.3145, Train Accuracy: 88.25%
10-34-35 - Standard MLP - Epoch 5: Test Accuracy: 86.59%
10-34-46 - Epoch 6: Train Loss: 0.2965, Train Accuracy: 89.12%
10-34-47 - Standard MLP - Epoch 6: Test Accuracy: 85.96%
10-34-57 - Epoch 7: Train Loss: 0.2858, Train Accuracy: 89.25%
10-34-58 - Standard MLP - Epoch 7: Test Accuracy: 87.66%
10-35-05 - Epoch 8: Train Loss: 0.2760, Train Accuracy: 89.76%
10-35-06 - Standard MLP - Epoch 8: Test Accuracy: 87.58%
10-35-13 - Epoch 9: Train Loss: 0.2692, Train Accuracy: 89.87%
10-35-14 - Standard MLP - Epoch 9: Test Accuracy: 87.73%
10-35-21 - Epoch 10: Train Loss: 0.2538, Train Accuracy: 90.50%
10-35-22 - Standard MLP - Epoch 10: Test Accuracy: 87.35%
10-35-29 - Epoch 11: Train Loss: 0.2474, Train Accuracy: 90.65%
10-35-30 - Standard MLP - Epoch 11: Test Accuracy: 87.91%
10-35-37 - Epoch 12: Train Loss: 0.2368, Train Accuracy: 91.20%
10-35-38 - Standard MLP - Epoch 12: Test Accuracy: 88.33%
10-35-46 - Epoch 13: Train Loss: 0.2301, Train Accuracy: 91.30%
10-35-47 - Standard MLP - Epoch 13: Test Accuracy: 87.83%
10-35-54 - Epoch 14: Train Loss: 0.2234, Train Accuracy: 91.55%
10-35-55 - Standard MLP - Epoch 14: Test Accuracy: 87.83%
10-36-02 - Epoch 15: Train Loss: 0.2155, Train Accuracy: 91.98%
10-36-03 - Standard MLP - Epoch 15: Test Accuracy: 88.02%
10-36-10 - Epoch 16: Train Loss: 0.2117, Train Accuracy: 92.09%
10-36-11 - Standard MLP - Epoch 16: Test Accuracy: 87.78%
10-36-17 - Epoch 17: Train Loss: 0.2058, Train Accuracy: 92.27%
10-36-18 - Standard MLP - Epoch 17: Test Accuracy: 87.51%
10-36-25 - Epoch 18: Train Loss: 0.2006, Train Accuracy: 92.53%
10-36-26 - Standard MLP - Epoch 18: Test Accuracy: 87.58%
10-36-34 - Epoch 19: Train Loss: 0.1952, Train Accuracy: 92.61%
10-36-35 - Standard MLP - Epoch 19: Test Accuracy: 87.74%
10-36-42 - Epoch 20: Train Loss: 0.1888, Train Accuracy: 92.88%
10-36-43 - Standard MLP - Epoch 20: Test Accuracy: 88.67%
10-36-50 - Epoch 21: Train Loss: 0.1850, Train Accuracy: 92.94%
10-36-52 - Standard MLP - Epoch 21: Test Accuracy: 88.35%
10-36-59 - Epoch 22: Train Loss: 0.1823, Train Accuracy: 93.09%
10-37-00 - Standard MLP - Epoch 22: Test Accuracy: 88.56%
10-37-07 - Epoch 23: Train Loss: 0.1750, Train Accuracy: 93.42%
10-37-08 - Standard MLP - Epoch 23: Test Accuracy: 88.84%
10-37-15 - Epoch 24: Train Loss: 0.1697, Train Accuracy: 93.57%
10-37-17 - Standard MLP - Epoch 24: Test Accuracy: 88.24%
10-37-24 - Epoch 25: Train Loss: 0.1656, Train Accuracy: 93.81%
10-37-25 - Standard MLP - Epoch 25: Test Accuracy: 88.03%
10-37-32 - Epoch 26: Train Loss: 0.1682, Train Accuracy: 93.65%
10-37-33 - Standard MLP - Epoch 26: Test Accuracy: 88.73%
10-37-40 - Epoch 27: Train Loss: 0.1582, Train Accuracy: 94.04%
10-37-41 - Standard MLP - Epoch 27: Test Accuracy: 88.80%
10-37-49 - Epoch 28: Train Loss: 0.1553, Train Accuracy: 94.09%
10-37-50 - Standard MLP - Epoch 28: Test Accuracy: 88.55%
10-37-57 - Epoch 29: Train Loss: 0.1479, Train Accuracy: 94.37%
10-37-58 - Standard MLP - Epoch 29: Test Accuracy: 88.76%
10-38-05 - Epoch 30: Train Loss: 0.1446, Train Accuracy: 94.43%
10-38-06 - Standard MLP - Epoch 30: Test Accuracy: 88.87%
10-38-15 - Epoch 31: Train Loss: 0.1434, Train Accuracy: 94.53%
10-38-17 - Standard MLP - Epoch 31: Test Accuracy: 88.84%
10-38-27 - Epoch 32: Train Loss: 0.1402, Train Accuracy: 94.76%
10-38-28 - Standard MLP - Epoch 32: Test Accuracy: 88.81%
10-38-35 - Epoch 33: Train Loss: 0.1361, Train Accuracy: 94.84%
10-38-36 - Standard MLP - Epoch 33: Test Accuracy: 88.29%
10-38-43 - Epoch 34: Train Loss: 0.1326, Train Accuracy: 95.09%
10-38-44 - Standard MLP - Epoch 34: Test Accuracy: 88.50%
10-38-51 - Epoch 35: Train Loss: 0.1321, Train Accuracy: 95.02%
10-38-52 - Standard MLP - Epoch 35: Test Accuracy: 88.91%
10-38-59 - Epoch 36: Train Loss: 0.1252, Train Accuracy: 95.20%
10-39-00 - Standard MLP - Epoch 36: Test Accuracy: 88.78%
10-39-07 - Epoch 37: Train Loss: 0.1236, Train Accuracy: 95.30%
10-39-08 - Standard MLP - Epoch 37: Test Accuracy: 88.29%
10-39-15 - Epoch 38: Train Loss: 0.1200, Train Accuracy: 95.38%
10-39-17 - Standard MLP - Epoch 38: Test Accuracy: 88.17%
10-39-24 - Epoch 39: Train Loss: 0.1158, Train Accuracy: 95.66%
10-39-25 - Standard MLP - Epoch 39: Test Accuracy: 88.73%
10-39-32 - Epoch 40: Train Loss: 0.1126, Train Accuracy: 95.78%
10-39-33 - Standard MLP - Epoch 40: Test Accuracy: 88.38%
10-39-41 - Epoch 41: Train Loss: 0.1122, Train Accuracy: 95.78%
10-39-42 - Standard MLP - Epoch 41: Test Accuracy: 88.95%
10-39-49 - Epoch 42: Train Loss: 0.1083, Train Accuracy: 95.89%
10-39-50 - Standard MLP - Epoch 42: Test Accuracy: 88.83%
10-39-57 - Epoch 43: Train Loss: 0.1045, Train Accuracy: 96.06%
10-39-59 - Standard MLP - Epoch 43: Test Accuracy: 88.74%
10-40-06 - Epoch 44: Train Loss: 0.1014, Train Accuracy: 96.19%
10-40-07 - Standard MLP - Epoch 44: Test Accuracy: 87.90%
10-40-15 - Epoch 45: Train Loss: 0.1020, Train Accuracy: 96.17%
10-40-16 - Standard MLP - Epoch 45: Test Accuracy: 88.55%
10-40-23 - Epoch 46: Train Loss: 0.0962, Train Accuracy: 96.35%
10-40-24 - Standard MLP - Epoch 46: Test Accuracy: 88.26%
10-40-32 - Epoch 47: Train Loss: 0.0965, Train Accuracy: 96.36%
10-40-33 - Standard MLP - Epoch 47: Test Accuracy: 88.14%
10-40-40 - Epoch 48: Train Loss: 0.0915, Train Accuracy: 96.55%
10-40-41 - Standard MLP - Epoch 48: Test Accuracy: 88.49%
10-40-49 - Epoch 49: Train Loss: 0.0936, Train Accuracy: 96.45%
10-40-50 - Standard MLP - Epoch 49: Test Accuracy: 88.77%
10-40-57 - Epoch 50: Train Loss: 0.0917, Train Accuracy: 96.58%
10-40-58 - Standard MLP - Epoch 50: Test Accuracy: 88.77%
10-40-59 - Plot saved to results_2hl\28-03-25_10-15-59\training_results.png
